,winner,loser,map,리마스터,방식,대회 레벨,대회 이름,중요도
2273,최정문[서울대학교],강민[Nal_rA],17,X,개인리그,메이저,NEXEN MSL,4강
2274,최정문[서울대학교],정윤종[Rain],17,X,개인리그,메이저,NEXEN MSL,결승
2275,최정문[서울대학교],정윤종[Rain],-2,X,개인리그,메이저,NEXEN MSL,결승
2276,최정문[서울대학교],정윤종[Rain],19,X,개인리그,메이저,NEXEN MSL,결승
2277,김경훈[일리노이주립대],문재인[정치인],49,X,개인리그,마이너,fight a real duel 3,16강
2278,김경훈[일리노이주립대],문재인[정치인],95,X,개인리그,마이너,fight a real duel 3,16강
2279,GD(권지용)[빅뱅],첸(김종대)[EXO],37,X,개인리그,마이너,fight a real duel 3,16강
2280,GD(권지용)[빅뱅],첸(김종대)[EXO],18,X,개인리그,마이너,fight a real duel 3,16강
2281,김연우(김학철)[가수],정초희[경기대학교],22,X,개인리그,마이너,fight a real duel 3,16강
2282,김연우(김학철)[가수],정초희[경기대학교],35,X,개인리그,마이너,fight a real duel 3,16강
2283,오현민[KAIST],이병렬[Rogue],37,X,개인리그,마이너,fight a real duel 3,16강
2284,오현민[KAIST],이병렬[Rogue],49,X,개인리그,마이너,fight a real duel 3,16강
2285,윤보미[에이핑크],유주(최유나)[여자친구],37,X,개인리그,마이너,fight a real duel 3,16강
2286,유주(최유나)[여자친구],윤보미[에이핑크],93,X,개인리그,마이너,fight a real duel 3,16강
2287,윤보미[에이핑크],유주(최유나)[여자친구],55,X,개인리그,마이너,fight a real duel 3,16강
2288,한지원[ByuL],여은(정지은)[멜로디데이],49,X,개인리그,마이너,fight a real duel 3,16강
2289,한지원[ByuL],여은(정지은)[멜로디데이],93,X,개인리그,마이너,fight a real duel 3,16강
2290,김영만[종이공예],이현경[아나운서],49,X,개인리그,마이너,fight a real duel 3,16강
2291,이현경[아나운서],김영만[종이공예],37,X,개인리그,마이너,fight a real duel 3,16강
2292,김영만[종이공예],이현경[아나운서],55,X,개인리그,마이너,fight a real duel 3,16강
2293,백종원[요리연구가],어윤수[soO],95,X,개인리그,마이너,fight a real duel 3,16강
2294,어윤수[soO],백종원[요리연구가],55,X,개인리그,마이너,fight a real duel 3,16강
2295,어윤수[soO],백종원[요리연구가],22,X,개인리그,마이너,fight a real duel 3,16강
2296,김경훈[일리노이주립대],GD(권지용)[빅뱅],22,X,개인리그,마이너,fight a real duel 3,8강
2297,김경훈[일리노이주립대],GD(권지용)[빅뱅],35,X,개인리그,마이너,fight a real duel 3,8강
2298,김연우(김학철)[가수],오현민[KAIST],93,X,개인리그,마이너,fight a real duel 3,8강
2299,오현민[KAIST],김연우(김학철)[가수],55,X,개인리그,마이너,fight a real duel 3,8강
2300,오현민[KAIST],김연우(김학철)[가수],11,X,개인리그,마이너,fight a real duel 3,8강
2301,윤보미[에이핑크],한지원[ByuL],55,X,개인리그,마이너,fight a real duel 3,8강
2302,한지원[ByuL],윤보미[에이핑크],93,X,개인리그,마이너,fight a real duel 3,8강
2303,한지원[ByuL],윤보미[에이핑크],18,X,개인리그,마이너,fight a real duel 3,8강
2304,어윤수[soO],김영만[종이공예],55,X,개인리그,마이너,fight a real duel 3,8강
2305,어윤수[soO],김영만[종이공예],95,X,개인리그,마이너,fight a real duel 3,8강
2306,오현민[KAIST],김경훈[일리노이주립대],22,X,개인리그,마이너,fight a real duel 3,4강
2307,김경훈[일리노이주립대],오현민[KAIST],49,X,개인리그,마이너,fight a real duel 3,4강
2308,오현민[KAIST],김경훈[일리노이주립대],55,X,개인리그,마이너,fight a real duel 3,4강
2309,어윤수[soO],한지원[ByuL],22,X,개인리그,마이너,fight a real duel 3,4강
2310,한지원[ByuL],어윤수[soO],35,X,개인리그,마이너,fight a real duel 3,4강
2311,한지원[ByuL],어윤수[soO],11,X,개인리그,마이너,fight a real duel 3,4강
2312,한지원[ByuL],오현민[KAIST],93,X,개인리그,마이너,fight a real duel 3,결승
2313,오현민[KAIST],한지원[ByuL],11,X,개인리그,마이너,fight a real duel 3,결승
2314,오현민[KAIST],한지원[ByuL],22,X,개인리그,마이너,fight a real duel 3,결승
2315,고은비[레이디스코드],김진경[경기대학교],58,X,개인리그,마이너,fight a real duel 4,16강
2316,김진경[경기대학교],고은비[레이디스코드],75,X,개인리그,마이너,fight a real duel 4,16강
2317,김진경[경기대학교],고은비[레이디스코드],48,X,개인리그,마이너,fight a real duel 4,16강
2318,조타(이종화)[몬스타엑스],허경영[정치인],49,X,개인리그,마이너,fight a real duel 4,16강
2319,허경영[정치인],조타(이종화)[몬스타엑스],2,X,개인리그,마이너,fight a real duel 4,16강
2320,조타(이종화)[몬스타엑스],허경영[정치인],48,X,개인리그,마이너,fight a real duel 4,16강
2321,박형식[제-아],서유리[성우],49,X,개인리그,마이너,fight a real duel 4,16강
2322,박형식[제-아],서유리[성우],75,X,개인리그,마이너,fight a real duel 4,16강
2323,이재은[경기대학교],바로(차선우)[B1A4],75,X,개인리그,마이너,fight a real duel 4,16강
2324,바로(차선우)[B1A4],이재은[경기대학교],76,X,개인리그,마이너,fight a real duel 4,16강
2325,바로(차선우)[B1A4],이재은[경기대학교],2,X,개인리그,마이너,fight a real duel 4,16강
2326,루나(박선영)[f(x)],리지(박수영)[애프터스쿨],58,X,개인리그,마이너,fight a real duel 4,16강
2327,루나(박선영)[f(x)],리지(박수영)[애프터스쿨],49,X,개인리그,마이너,fight a real duel 4,16강
2328,권리세[레이디스코드],박근혜[정치인],59,X,개인리그,마이너,fight a real duel 4,16강
2329,권리세[레이디스코드],박근혜[정치인],2,X,개인리그,마이너,fight a real duel 4,16강
2330,배수지[MissA],황광희[제-아],48,X,개인리그,마이너,fight a real duel 4,16강
2331,황광희[제-아],배수지[MissA],59,X,개인리그,마이너,fight a real duel 4,16강
2332,배수지[MissA],황광희[제-아],2,X,개인리그,마이너,fight a real duel 4,16강
2333,조수빈[달샤벳],A.지아(윤영아)[리브하이],49,X,개인리그,마이너,fight a real duel 4,16강
2334,A.지아(윤영아)[리브하이],조수빈[달샤벳],48,X,개인리그,마이너,fight a real duel 4,16강
2335,조수빈[달샤벳],A.지아(윤영아)[리브하이],59,X,개인리그,마이너,fight a real duel 4,16강
2336,조타(이종화)[몬스타엑스],김진경[경기대학교],58,X,개인리그,마이너,fight a real duel 4,8강
2337,김진경[경기대학교],조타(이종화)[몬스타엑스],48,X,개인리그,마이너,fight a real duel 4,8강
2338,김진경[경기대학교],조타(이종화)[몬스타엑스],62,X,개인리그,마이너,fight a real duel 4,8강
2339,박형식[제-아],바로(차선우)[B1A4],75,X,개인리그,마이너,fight a real duel 4,8강
2340,바로(차선우)[B1A4],박형식[제-아],58,X,개인리그,마이너,fight a real duel 4,8강
2341,바로(차선우)[B1A4],박형식[제-아],62,X,개인리그,마이너,fight a real duel 4,8강
2342,권리세[레이디스코드],루나(박선영)[f(x)],1,X,개인리그,마이너,fight a real duel 4,8강
2343,루나(박선영)[f(x)],권리세[레이디스코드],49,X,개인리그,마이너,fight a real duel 4,8강
2344,권리세[레이디스코드],루나(박선영)[f(x)],59,X,개인리그,마이너,fight a real duel 4,8강
2345,조수빈[달샤벳],배수지[MissA],1,X,개인리그,마이너,fight a real duel 4,8강
2346,조수빈[달샤벳],배수지[MissA],75,X,개인리그,마이너,fight a real duel 4,8강
2347,김진경[경기대학교],바로(차선우)[B1A4],59,X,개인리그,마이너,fight a real duel 4,4강
2348,김진경[경기대학교],바로(차선우)[B1A4],76,X,개인리그,마이너,fight a real duel 4,4강
2349,권리세[레이디스코드],조수빈[달샤벳],49,X,개인리그,마이너,fight a real duel 4,4강
2350,권리세[레이디스코드],조수빈[달샤벳],2,X,개인리그,마이너,fight a real duel 4,4강
2351,김진경[경기대학교],권리세[레이디스코드],76,X,개인리그,마이너,fight a real duel 4,결승
2352,김진경[경기대학교],권리세[레이디스코드],2,X,개인리그,마이너,fight a real duel 4,결승
2353,김철민[캐스터],김민준[소방공무원],36,X,개인리그,마이너,KTS Championship - 부천,24강
2354,한승엽[Yooi],김철민[캐스터],0,X,개인리그,마이너,KTS Championship - 부천,24강
2355,한승엽[Yooi],김철민[캐스터],71,X,개인리그,마이너,KTS Championship - 부천,24강
2356,한승엽[Yooi],김철민[캐스터],50,X,개인리그,마이너,KTS Championship - 부천,24강
2357,김석원[부천대학교],안현진[한라대학교],12,X,개인리그,마이너,KTS Championship - 부천,24강
2358,김석원[부천대학교],유대현[해설],68,X,개인리그,마이너,KTS Championship - 부천,24강
2359,유대현[해설],김석원[부천대학교],42,X,개인리그,마이너,KTS Championship - 부천,24강
2360,김석원[부천대학교],유대현[해설],-1,X,개인리그,마이너,KTS Championship - 부천,24강
2361,김석원[부천대학교],유대현[해설],33,X,개인리그,마이너,KTS Championship - 부천,24강
2362,김동준[해설],박보영[남서울대학교],29,X,개인리그,마이너,KTS Championship - 부천,24강
2363,김동준[해설],정인호[해설],46,X,개인리그,마이너,KTS Championship - 부천,24강
2364,정인호[해설],김동준[해설],23,X,개인리그,마이너,KTS Championship - 부천,24강
2365,정인호[해설],김동준[해설],59,X,개인리그,마이너,KTS Championship - 부천,24강
2366,김동준[해설],정인호[해설],73,X,개인리그,마이너,KTS Championship - 부천,24강
2367,정인호[해설],김동준[해설],44,X,개인리그,마이너,KTS Championship - 부천,24강
2368,김택용[Bisu],강현종[해설],21,X,개인리그,마이너,KTS Championship - 부천,24강
2369,이승원[해설],김택용[Bisu],13,X,개인리그,마이너,KTS Championship - 부천,24강
2370,김택용[Bisu],이승원[해설],40,X,개인리그,마이너,KTS Championship - 부천,24강
2371,이승원[해설],김택용[Bisu],34,X,개인리그,마이너,KTS Championship - 부천,24강
2372,김택용[Bisu],이승원[해설],73,X,개인리그,마이너,KTS Championship - 부천,24강
2373,김택용[Bisu],이승원[해설],66,X,개인리그,마이너,KTS Championship - 부천,24강
2374,박상현[캐스터],손영지[관동대학교],44,X,개인리그,마이너,KTS Championship - 부천,24강
2375,박상현[캐스터],김범진[강남대학교],36,X,개인리그,마이너,KTS Championship - 부천,24강
2376,박상현[캐스터],김범진[강남대학교],44,X,개인리그,마이너,KTS Championship - 부천,24강
2377,박상현[캐스터],김범진[강남대학교],88,X,개인리그,마이너,KTS Championship - 부천,24강
2378,오주영[인천대학교],임성춘[IntotheRain],38,X,개인리그,마이너,KTS Championship - 부천,24강
2379,손대영[해설],오주영[인천대학교],76,X,개인리그,마이너,KTS Championship - 부천,24강
2380,오주영[인천대학교],손대영[해설],68,X,개인리그,마이너,KTS Championship - 부천,24강
2381,오주영[인천대학교],손대영[해설],80,X,개인리그,마이너,KTS Championship - 부천,24강
2382,오주영[인천대학교],손대영[해설],7,X,개인리그,마이너,KTS Championship - 부천,24강
2383,이제동[JD],유태성[경희대학교],72,X,개인리그,마이너,KTS Championship - 부천,24강
2384,이제동[JD],송병구[Stork],87,X,개인리그,마이너,KTS Championship - 부천,24강
2385,이제동[JD],송병구[Stork],16,X,개인리그,마이너,KTS Championship - 부천,24강
2386,이제동[JD],송병구[Stork],77,X,개인리그,마이너,KTS Championship - 부천,24강
2387,이영호[FlaSh],서경종[Shark],34,X,개인리그,마이너,KTS Championship - 부천,24강
2388,김태성[경기대학교],이영호[FlaSh],32,X,개인리그,마이너,KTS Championship - 부천,24강
2389,이영호[FlaSh],김태성[경기대학교],39,X,개인리그,마이너,KTS Championship - 부천,24강
2390,이영호[FlaSh],김태성[경기대학교],28,X,개인리그,마이너,KTS Championship - 부천,24강
2391,김태성[경기대학교],이영호[FlaSh],68,X,개인리그,마이너,KTS Championship - 부천,24강
2392,김태성[경기대학교],이영호[FlaSh],35,X,개인리그,마이너,KTS Championship - 부천,24강
2393,김태성[경기대학교],김석원[부천대학교],20,X,개인리그,마이너,KTS Championship - 부천,8강
2394,오주영[인천대학교],김택용[Bisu],81,X,개인리그,마이너,KTS Championship - 부천,8강
2395,김태성[경기대학교],오주영[인천대학교],17,X,개인리그,마이너,KTS Championship - 부천,8강
2396,김태성[경기대학교],오주영[인천대학교],39,X,개인리그,마이너,KTS Championship - 부천,8강
2397,김택용[Bisu],김석원[부천대학교],8,X,개인리그,마이너,KTS Championship - 부천,8강
2398,김석원[부천대학교],김택용[Bisu],2,X,개인리그,마이너,KTS Championship - 부천,8강
2399,김택용[Bisu],김석원[부천대학교],35,X,개인리그,마이너,KTS Championship - 부천,8강
2400,김택용[Bisu],오주영[인천대학교],34,X,개인리그,마이너,KTS Championship - 부천,8강
2401,정인호[해설],이제동[JD],25,X,개인리그,마이너,KTS Championship - 부천,8강
2402,박상현[캐스터],한승엽[Yooi],86,X,개인리그,마이너,KTS Championship - 부천,8강
2403,정인호[해설],박상현[캐스터],76,X,개인리그,마이너,KTS Championship - 부천,8강
2404,정인호[해설],박상현[캐스터],1,X,개인리그,마이너,KTS Championship - 부천,8강
2405,이제동[JD],한승엽[Yooi],16,X,개인리그,마이너,KTS Championship - 부천,8강
2406,한승엽[Yooi],이제동[JD],27,X,개인리그,마이너,KTS Championship - 부천,8강
2407,이제동[JD],한승엽[Yooi],20,X,개인리그,마이너,KTS Championship - 부천,8강
2408,이제동[JD],박상현[캐스터],42,X,개인리그,마이너,KTS Championship - 부천,8강
2409,김태성[경기대학교],김택용[Bisu],58,X,개인리그,마이너,KTS Championship - 부천,4강
2410,김택용[Bisu],김태성[경기대학교],13,X,개인리그,마이너,KTS Championship - 부천,4강
2411,김태성[경기대학교],김택용[Bisu],59,X,개인리그,마이너,KTS Championship - 부천,4강
2412,이제동[JD],정인호[해설],40,X,개인리그,마이너,KTS Championship - 부천,4강
2413,정인호[해설],이제동[JD],61,X,개인리그,마이너,KTS Championship - 부천,4강
2414,이제동[JD],정인호[해설],40,X,개인리그,마이너,KTS Championship - 부천,4강
2415,김태성[경기대학교],이제동[JD],45,X,개인리그,마이너,KTS Championship - 부천,결승
2416,이제동[JD],김태성[경기대학교],89,X,개인리그,마이너,KTS Championship - 부천,결승
2417,김태성[경기대학교],이제동[JD],55,X,개인리그,마이너,KTS Championship - 부천,결승
2418,김태성[경기대학교],이제동[JD],49,X,개인리그,마이너,KTS Championship - 부천,결승
2419,이제동[JD],김태성[경기대학교],20,X,개인리그,마이너,KTS Championship - 부천,결승
2420,김태성[경기대학교],이제동[JD],76,X,개인리그,마이너,KTS Championship - 부천,결승
2421,김주혁[배우],벤(이은영)[가수],4,X,개인리그,마이너,fight a real duel 5,16강
2422,김주혁[배우],벤(이은영)[가수],26,X,개인리그,마이너,fight a real duel 5,16강
2423,김태성[경기대학교],임성춘[IntotheRain],0,X,개인리그,마이너,fight a real duel 5,16강
2424,김태성[경기대학교],임성춘[IntotheRain],4,X,개인리그,마이너,fight a real duel 5,16강
2425,유상우[인하대학교],이승원[해설],4,X,개인리그,마이너,fight a real duel 5,16강
2426,유상우[인하대학교],이승원[해설],0,X,개인리그,마이너,fight a real duel 5,16강
2427,허영무[JangBi],자이언티(김해솔)[가수],26,X,개인리그,마이너,fight a real duel 5,16강
2428,자이언티(김해솔)[가수],허영무[JangBi],58,X,개인리그,마이너,fight a real duel 5,16강
2429,자이언티(김해솔)[가수],허영무[JangBi],50,X,개인리그,마이너,fight a real duel 5,16강
2430,김동준[해설],이연복[셰프],58,X,개인리그,마이너,fight a real duel 5,16강
2431,김동준[해설],이연복[셰프],5,X,개인리그,마이너,fight a real duel 5,16강
2432,이장원[페퍼톤스],박상현[캐스터],0,X,개인리그,마이너,fight a real duel 5,16강
